#1	
double	presence(8760,2)
6811200	0.759
6814800	0.793
6818400	0.793
6822000	0.966
6825600	1
6829200	1
6832800	1
6836400	1
6840000	1
6843600	1
6847200	0.862
6850800	0.621
6854400	0.483
6858000	0.172
6861600	0.207
6865200	0.172
6868800	0.345
6872400	0.517
6876000	0.345
6879600	0.379
6883200	0.345
6886800	0.448
6890400	0.483
6894000	0.69
6897600	0.862
6901200	0.862
6904800	1
6908400	1
6912000	1
6915600	1
6919200	1
6922800	1
6926400	1
6930000	1
6933600	0.862
6937200	0.621
6940800	0.483
6944400	0.172
6948000	0.207
6951600	0.172
6955200	0.345
6958800	0.517
6962400	0.345
6966000	0.379
6969600	0.345
6973200	0.448
6976800	0.483
6980400	0.69
6984000	0.862
6987600	0.862
6991200	1
6994800	1
6998400	1
7002000	1
7005600	1
7009200	1
7012800	1
7016400	1
7020000	0.862
7023600	0.621
7027200	0.483
7030800	0.172
7034400	0.207
7038000	0.172
7041600	0.345
7045200	0.517
7048800	0.345
7052400	0.379
7056000	0.345
7059600	0.448
7063200	0.483
7066800	0.69
7070400	0.862
7074000	0.862
7077600	1
7081200	1
7084800	1
7088400	1
7092000	1
7095600	1
7099200	1
7102800	1
7106400	0.862
7110000	0.621
7113600	0.483
7117200	0.172
7120800	0.207
7124400	0.172
7128000	0.345
7131600	0.517
7135200	0.345
7138800	0.379
7142400	0.345
7146000	0.448
7149600	0.483
7153200	0.69
7156800	0.862
7160400	0.862
7164000	1
7167600	1
7171200	1
7174800	1
7178400	1
7182000	1
7185600	1
7189200	1
7192800	0.862
7196400	0.621
7200000	0.483
7203600	0.172
7207200	0.207
7210800	0.172
7214400	0.345
7218000	0.517
7221600	0.345
7225200	0.379
7228800	0.345
7232400	0.448
7236000	0.483
7239600	0.69
7243200	0.862
7246800	0.862
7250400	1
7254000	1
7257600	0.966
7261200	0.966
7264800	0.966
7268400	1
7272000	1
7275600	0.966
7279200	0.822
7282800	0.724
7286400	0.655
7290000	0.552
7293600	0.448
7297200	0.31
7300800	0.586
7304400	0.655
7308000	0.552
7311600	0.483
7315200	0.448
7318800	0.483
7322400	0.517
7326000	0.69
7329600	0.759
7333200	0.793
7336800	0.793
7340400	0.966
7344000	0.966
7347600	0.966
7351200	0.966
7354800	1
7358400	1
7362000	0.966
7365600	0.822
7369200	0.724
7372800	0.655
7376400	0.552
7380000	0.448
7383600	0.31
7387200	0.586
7390800	0.655
7394400	0.552
7398000	0.483
7401600	0.448
7405200	0.483
7408800	0.517
7412400	0.69
7416000	0.759
7419600	0.793
7423200	0.793
7426800	0.966
7430400	1
7434000	1
7437600	1
7441200	1
7444800	1
7448400	1
7452000	0.862
7455600	0.621
7459200	0.483
7462800	0.172
7466400	0.207
7470000	0.172
7473600	0.345
7477200	0.517
7480800	0.345
7484400	0.379
7488000	0.345
7491600	0.448
7495200	0.483
7498800	0.69
7502400	0.862
7506000	0.862
7509600	1
7513200	1
7516800	1
7520400	1
7524000	1
7527600	1
7531200	1
7534800	1
7538400	0.862
7542000	0.621
7545600	0.483
7549200	0.172
7552800	0.207
7556400	0.172
7560000	0.345
7563600	0.517
7567200	0.345
7570800	0.379
7574400	0.345
7578000	0.448
7581600	0.483
7585200	0.69
7588800	0.862
7592400	0.862
7596000	1
7599600	1
7603200	1
7606800	1
7610400	1
7614000	1
7617600	1
7621200	1
7624800	0.862
7628400	0.621
7632000	0.483
7635600	0.172
7639200	0.207
7642800	0.172
7646400	0.345
7650000	0.517
7653600	0.345
7657200	0.379
7660800	0.345
7664400	0.448
7668000	0.483
7671600	0.69
7675200	0.862
7678800	0.862
7682400	1
7686000	1
7689600	1
7693200	1
7696800	1
7700400	1
7704000	1
7707600	1
7711200	0.862
7714800	0.621
7718400	0.483
7722000	0.172
7725600	0.207
7729200	0.172
7732800	0.345
7736400	0.517
7740000	0.345
7743600	0.379
7747200	0.345
7750800	0.448
7754400	0.483
7758000	0.69
7761600	0.862
7765200	0.862
7768800	1
7772400	1
7776000	1
7779600	1
7783200	1
7786800	1
7790400	1
7794000	1
7797600	0.862
7801200	0.621
7804800	0.483
7808400	0.172
7812000	0.207
7815600	0.172
7819200	0.345
7822800	0.517
7826400	0.345
7830000	0.379
7833600	0.345
7837200	0.448
7840800	0.483
7844400	0.69
7848000	0.862
7851600	0.862
7855200	1
7858800	1
7862400	0.966
7866000	0.966
7869600	0.966
7873200	1
7876800	1
7880400	0.966
7884000	0.822
7887600	0.724
7891200	0.655
7894800	0.552
7898400	0.448
7902000	0.31
7905600	0.586
7909200	0.655
7912800	0.552
7916400	0.483
7920000	0.448
7923600	0.483
7927200	0.517
7930800	0.69
7934400	0.759
7938000	0.793
7941600	0.793
7945200	0.966
7948800	0.966
7952400	0.966
7956000	0.966
7959600	1
7963200	1
7966800	0.966
7970400	0.822
7974000	0.724
7977600	0.655
7981200	0.552
7984800	0.448
7988400	0.31
7992000	0.586
7995600	0.655
7999200	0.552
8002800	0.483
8006400	0.448
8010000	0.483
8013600	0.517
8017200	0.69
8020800	0.759
8024400	0.793
8028000	0.793
8031600	0.966
8035200	1
8038800	1
8042400	1
8046000	1
8049600	1
8053200	1
8056800	0.862
8060400	0.621
8064000	0.483
8067600	0.172
8071200	0.207
8074800	0.172
8078400	0.345
8082000	0.517
8085600	0.345
8089200	0.379
8092800	0.345
8096400	0.448
8100000	0.483
8103600	0.69
8107200	0.862
8110800	0.862
8114400	1
8118000	1
8121600	1
8125200	1
8128800	1
8132400	1
8136000	1
8139600	1
8143200	0.862
8146800	0.621
8150400	0.483
8154000	0.172
8157600	0.207
8161200	0.172
8164800	0.345
8168400	0.517
8172000	0.345
8175600	0.379
8179200	0.345
8182800	0.448
8186400	0.483
8190000	0.69
8193600	0.862
8197200	0.862
8200800	1
8204400	1
8208000	1
8211600	1
8215200	1
8218800	1
8222400	1
8226000	1
8229600	0.862
8233200	0.621
8236800	0.483
8240400	0.172
8244000	0.207
8247600	0.172
8251200	0.345
8254800	0.517
8258400	0.345
8262000	0.379
8265600	0.345
8269200	0.448
8272800	0.483
8276400	0.69
8280000	0.862
8283600	0.862
8287200	1
8290800	1
8294400	1
8298000	1
8301600	1
8305200	1
8308800	1
8312400	1
8316000	0.862
8319600	0.621
8323200	0.483
8326800	0.172
8330400	0.207
8334000	0.172
8337600	0.345
8341200	0.517
8344800	0.345
8348400	0.379
8352000	0.345
8355600	0.448
8359200	0.483
8362800	0.69
8366400	0.862
8370000	0.862
8373600	1
8377200	1
8380800	1
8384400	1
8388000	1
8391600	1
8395200	1
8398800	1
8402400	0.862
8406000	0.621
8409600	0.483
8413200	0.172
8416800	0.207
8420400	0.172
8424000	0.345
8427600	0.517
8431200	0.345
8434800	0.379
8438400	0.345
8442000	0.448
8445600	0.483
8449200	0.69
8452800	0.862
8456400	0.862
8460000	1
8463600	1
8467200	0.966
8470800	0.966
8474400	0.966
8478000	1
8481600	1
8485200	0.966
8488800	0.822
8492400	0.724
8496000	0.655
8499600	0.552
8503200	0.448
8506800	0.31
8510400	0.586
8514000	0.655
8517600	0.552
8521200	0.483
8524800	0.448
8528400	0.483
8532000	0.517
8535600	0.69
8539200	0.759
8542800	0.793
8546400	0.793
8550000	0.966
8553600	0.966
8557200	0.966
8560800	0.966
8564400	1
8568000	1
8571600	0.966
8575200	0.822
8578800	0.724
8582400	0.655
8586000	0.552
8589600	0.448
8593200	0.31
8596800	0.586
8600400	0.655
8604000	0.552
8607600	0.483
8611200	0.448
8614800	0.483
8618400	0.517
8622000	0.69
8625600	0.759
8629200	0.793
8632800	0.793
8636400	0.966
8640000	1
8643600	1
8647200	1
8650800	1
8654400	1
8658000	1
8661600	0.862
8665200	0.621
8668800	0.483
8672400	0.172
8676000	0.207
8679600	0.172
8683200	0.345
8686800	0.517
8690400	0.345
8694000	0.379
8697600	0.345
8701200	0.448
8704800	0.483
8708400	0.69
8712000	0.862
8715600	0.862
8719200	1
8722800	1
8726400	1
8730000	1
8733600	1
8737200	1
8740800	1
8744400	1
8748000	0.862
8751600	0.621
8755200	0.483
8758800	0.172
8762400	0.207
8766000	0.172
8769600	0.345
8773200	0.517
8776800	0.345
8780400	0.379
8784000	0.345
8787600	0.448
8791200	0.483
8794800	0.69
8798400	0.862
8802000	0.862
8805600	1
8809200	1
8812800	1
8816400	1
8820000	1
8823600	1
8827200	1
8830800	1
8834400	0.862
8838000	0.621
8841600	0.483
8845200	0.172
8848800	0.207
8852400	0.172
8856000	0.345
8859600	0.517
8863200	0.345
8866800	0.379
8870400	0.345
8874000	0.448
8877600	0.483
8881200	0.69
8884800	0.862
8888400	0.862
8892000	1
8895600	1
8899200	1
8902800	1
8906400	1
8910000	1
8913600	1
8917200	1
8920800	0.862
8924400	0.621
8928000	0.483
8931600	0.172
8935200	0.207
8938800	0.172
8942400	0.345
8946000	0.517
8949600	0.345
8953200	0.379
8956800	0.345
8960400	0.448
8964000	0.483
8967600	0.69
8971200	0.862
8974800	0.862
8978400	1
8982000	1
8985600	1
8989200	1
8992800	1
8996400	1
9000000	1
9003600	1
9007200	0.862
9010800	0.621
9014400	0.483
9018000	0.172
9021600	0.207
9025200	0.172
9028800	0.345
9032400	0.517
9036000	0.345
9039600	0.379
9043200	0.345
9046800	0.448
9050400	0.483
9054000	0.69
9057600	0.862
9061200	0.862
9064800	1
9068400	1
9072000	0.966
9075600	0.966
9079200	0.966
9082800	1
9086400	1
9090000	0.966
9093600	0.822
9097200	0.724
9100800	0.655
9104400	0.552
9108000	0.448
9111600	0.31
9115200	0.586
9118800	0.655
9122400	0.552
9126000	0.483
9129600	0.448
9133200	0.483
9136800	0.517
9140400	0.69
9144000	0.759
9147600	0.793
9151200	0.793
9154800	0.966
9158400	0.966
9162000	0.966
9165600	0.966
9169200	1
9172800	1
9176400	0.966
9180000	0.822
9183600	0.724
9187200	0.655
9190800	0.552
9194400	0.448
9198000	0.31
9201600	0.586
9205200	0.655
9208800	0.552
9212400	0.483
9216000	0.448
9219600	0.483
9223200	0.517
9226800	0.69
9230400	0.759
9234000	0.793
9237600	0.793
9241200	0.966
9244800	1
9248400	1
9252000	1
9255600	1
9259200	1
9262800	1
9266400	0.862
9270000	0.621
9273600	0.483
9277200	0.172
9280800	0.207
9284400	0.172
9288000	0.345
9291600	0.517
9295200	0.345
9298800	0.379
9302400	0.345
9306000	0.448
9309600	0.483
9313200	0.69
9316800	0.862
9320400	0.862
9324000	1
9327600	1
9331200	1
9334800	1
9338400	1
9342000	1
9345600	1
9349200	1
9352800	0.862
9356400	0.621
9360000	0.483
9363600	0.172
9367200	0.207
9370800	0.172
9374400	0.345
9378000	0.517
9381600	0.345
9385200	0.379
9388800	0.345
9392400	0.448
9396000	0.483
9399600	0.69
9403200	0.862
9406800	0.862
9410400	1
9414000	1
9417600	1
9421200	1
9424800	1
9428400	1
9432000	1
9435600	1
9439200	0.862
9442800	0.621
9446400	0.483
9450000	0.172
9453600	0.207
9457200	0.172
9460800	0.345
9464400	0.517
9468000	0.345
9471600	0.379
9475200	0.345
9478800	0.448
9482400	0.483
9486000	0.69
9489600	0.862
9493200	0.862
9496800	1
9500400	1
9504000	1
9507600	1
9511200	1
9514800	1
9518400	1
9522000	1
9525600	0.862
9529200	0.621
9532800	0.483
9536400	0.172
9540000	0.207
9543600	0.172
9547200	0.345
9550800	0.517
9554400	0.345
9558000	0.379
9561600	0.345
9565200	0.448
9568800	0.483
9572400	0.69
9576000	0.862
9579600	0.862
9583200	1
9586800	1
9590400	1
9594000	1
9597600	1
9601200	1
9604800	1
9608400	1
9612000	0.862
9615600	0.621
9619200	0.483
9622800	0.172
9626400	0.207
9630000	0.172
9633600	0.345
9637200	0.517
9640800	0.345
9644400	0.379
9648000	0.345
9651600	0.448
9655200	0.483
9658800	0.69
9662400	0.862
9666000	0.862
9669600	1
9673200	1
9676800	0.966
9680400	0.966
9684000	0.966
9687600	1
9691200	1
9694800	0.966
9698400	0.822
9702000	0.724
9705600	0.655
9709200	0.552
9712800	0.448
9716400	0.31
9720000	0.586
9723600	0.655
9727200	0.552
9730800	0.483
9734400	0.448
9738000	0.483
9741600	0.517
9745200	0.69
9748800	0.759
9752400	0.793
9756000	0.793
9759600	0.966
9763200	0.966
9766800	0.966
9770400	0.966
9774000	1
9777600	1
9781200	0.966
9784800	0.822
9788400	0.724
9792000	0.655
9795600	0.552
9799200	0.448
9802800	0.31
9806400	0.586
9810000	0.655
9813600	0.552
9817200	0.483
9820800	0.448
9824400	0.483
9828000	0.517
9831600	0.69
9835200	0.759
9838800	0.793
9842400	0.793
9846000	0.966
9849600	1
9853200	1
9856800	1
9860400	1
9864000	1
9867600	1
9871200	0.862
9874800	0.621
9878400	0.483
9882000	0.172
9885600	0.207
9889200	0.172
9892800	0.345
9896400	0.517
9900000	0.345
9903600	0.379
9907200	0.345
9910800	0.448
9914400	0.483
9918000	0.69
9921600	0.862
9925200	0.862
9928800	1
9932400	1
9936000	1
9939600	1
9943200	1
9946800	1
9950400	1
9954000	1
9957600	0.862
9961200	0.621
9964800	0.483
9968400	0.172
9972000	0.207
9975600	0.172
9979200	0.345
9982800	0.517
9986400	0.345
9990000	0.379
9993600	0.345
9997200	0.448
10000800	0.483
10004400	0.69
10008000	0.862
10011600	0.862
10015200	1
10018800	1
10022400	1
10026000	1
10029600	1
10033200	1
10036800	1
10040400	1
10044000	0.862
10047600	0.621
10051200	0.483
10054800	0.172
10058400	0.207
10062000	0.172
10065600	0.345
10069200	0.517
10072800	0.345
10076400	0.379
10080000	0.345
10083600	0.448
10087200	0.483
10090800	0.69
10094400	0.862
10098000	0.862
10101600	1
10105200	1
10108800	1
10112400	1
10116000	1
10119600	1
10123200	1
10126800	1
10130400	0.862
10134000	0.621
10137600	0.483
10141200	0.172
10144800	0.207
10148400	0.172
10152000	0.345
10155600	0.517
10159200	0.345
10162800	0.379
10166400	0.345
10170000	0.448
10173600	0.483
10177200	0.69
10180800	0.862
10184400	0.862
10188000	1
10191600	1
10195200	1
10198800	1
10202400	1
10206000	1
10209600	1
10213200	1
10216800	0.862
10220400	0.621
10224000	0.483
10227600	0.172
10231200	0.207
10234800	0.172
10238400	0.345
10242000	0.517
10245600	0.345
10249200	0.379
10252800	0.345
10256400	0.448
10260000	0.483
10263600	0.69
10267200	0.862
10270800	0.862
10274400	1
10278000	1
10281600	0.966
10285200	0.966
10288800	0.966
10292400	1
10296000	1
10299600	0.966
10303200	0.822
10306800	0.724
10310400	0.655
10314000	0.552
10317600	0.448
10321200	0.31
10324800	0.586
10328400	0.655
10332000	0.552
10335600	0.483
10339200	0.448
10342800	0.483
10346400	0.517
10350000	0.69
10353600	0.759
10357200	0.793
10360800	0.793
10364400	0.966
10368000	0.966
10371600	0.966
10375200	0.966
10378800	1
10382400	1
10386000	0.966
10389600	0.822
10393200	0.724
10396800	0.655
10400400	0.552
10404000	0.448
10407600	0.31
10411200	0.586
10414800	0.655
10418400	0.552
10422000	0.483
10425600	0.448
10429200	0.483
10432800	0.517
10436400	0.69
10440000	0.759
10443600	0.793
10447200	0.793
10450800	0.966
10454400	1
10458000	1
10461600	1
10465200	1
10468800	1
10472400	1
10476000	0.862
10479600	0.621
10483200	0.483
10486800	0.172
10490400	0.207
10494000	0.172
10497600	0.345
10501200	0.517
10504800	0.345
10508400	0.379
10512000	0.345
10515600	0.448
10519200	0.483
10522800	0.69
10526400	0.862
10530000	0.862
10533600	1
10537200	1
10540800	1
10544400	1
10548000	1
10551600	1
10555200	1
10558800	1
10562400	0.862
10566000	0.621
10569600	0.483
10573200	0.172
10576800	0.207
10580400	0.172
10584000	0.345
10587600	0.517
10591200	0.345
10594800	0.379
10598400	0.345
10602000	0.448
10605600	0.483
10609200	0.69
10612800	0.862
10616400	0.862
10620000	1
10623600	1
10627200	1
10630800	1
10634400	1
10638000	1
10641600	1
10645200	1
10648800	0.862
10652400	0.621
10656000	0.483
10659600	0.172
10663200	0.207
10666800	0.172
10670400	0.345
10674000	0.517
10677600	0.345
10681200	0.379
10684800	0.345
10688400	0.448
10692000	0.483
10695600	0.69
10699200	0.862
10702800	0.862
10706400	1
10710000	1
10713600	1
10717200	1
10720800	1
10724400	1
10728000	1
10731600	1
10735200	0.862
10738800	0.621
10742400	0.483
10746000	0.172
10749600	0.207
10753200	0.172
10756800	0.345
10760400	0.517
10764000	0.345
10767600	0.379
10771200	0.345
10774800	0.448
10778400	0.483
10782000	0.69
10785600	0.862
10789200	0.862
10792800	1
10796400	1
10800000	1
10803600	1
10807200	1
10810800	1
10814400	1
10818000	1
10821600	0.862
10825200	0.621
10828800	0.483
10832400	0.172
10836000	0.207
10839600	0.172
10843200	0.345
10846800	0.517
10850400	0.345
10854000	0.379
10857600	0.345
10861200	0.448
10864800	0.483
10868400	0.69
10872000	0.862
10875600	0.862
10879200	1
10882800	1
10886400	0.966
10890000	0.966
10893600	0.966
10897200	1
10900800	1
10904400	0.966
10908000	0.822
10911600	0.724
10915200	0.655
10918800	0.552
10922400	0.448
10926000	0.31
10929600	0.586
10933200	0.655
10936800	0.552
10940400	0.483
10944000	0.448
10947600	0.483
10951200	0.517
10954800	0.69
10958400	0.759
10962000	0.793
10965600	0.793
10969200	0.966
10972800	0.966
10976400	0.966
10980000	0.966
10983600	1
10987200	1
10990800	0.966
10994400	0.822
10998000	0.724
11001600	0.655
11005200	0.552
11008800	0.448
11012400	0.31
11016000	0.586
11019600	0.655
11023200	0.552
11026800	0.483
11030400	0.448
11034000	0.483
11037600	0.517
11041200	0.69
11044800	0.759
11048400	0.793
11052000	0.793
11055600	0.966
11059200	1
11062800	1
11066400	1
11070000	1
11073600	1
11077200	1
11080800	0.862
11084400	0.621
11088000	0.483
11091600	0.172
11095200	0.207
11098800	0.172
11102400	0.345
11106000	0.517
11109600	0.345
11113200	0.379
11116800	0.345
11120400	0.448
11124000	0.483
11127600	0.69
11131200	0.862
11134800	0.862
11138400	1
11142000	1
11145600	1
11149200	1
11152800	1
11156400	1
11160000	1
11163600	1
11167200	0.862
11170800	0.621
11174400	0.483
11178000	0.172
11181600	0.207
11185200	0.172
11188800	0.345
11192400	0.517
11196000	0.345
11199600	0.379
11203200	0.345
11206800	0.448
11210400	0.483
11214000	0.69
11217600	0.862
11221200	0.862
11224800	1
11228400	1
11232000	1
11235600	1
11239200	1
11242800	1
11246400	1
11250000	1
11253600	0.862
11257200	0.621
11260800	0.483
11264400	0.172
11268000	0.207
11271600	0.172
11275200	0.345
11278800	0.517
11282400	0.345
11286000	0.379
11289600	0.345
11293200	0.448
11296800	0.483
11300400	0.69
11304000	0.862
11307600	0.862
11311200	1
11314800	1
11318400	1
11322000	1
11325600	1
11329200	1
11332800	1
11336400	1
11340000	0.862
11343600	0.621
11347200	0.483
11350800	0.172
11354400	0.207
11358000	0.172
11361600	0.345
11365200	0.517
11368800	0.345
11372400	0.379
11376000	0.345
11379600	0.448
11383200	0.483
11386800	0.69
11390400	0.862
11394000	0.862
11397600	1
11401200	1
11404800	1
11408400	1
11412000	1
11415600	1
11419200	1
11422800	1
11426400	0.862
11430000	0.621
11433600	0.483
11437200	0.172
11440800	0.207
11444400	0.172
11448000	0.345
11451600	0.517
11455200	0.345
11458800	0.379
11462400	0.345
11466000	0.448
11469600	0.483
11473200	0.69
11476800	0.862
11480400	0.862
11484000	1
11487600	1
11491200	0.966
11494800	0.966
11498400	0.966
11502000	1
11505600	1
11509200	0.966
11512800	0.822
11516400	0.724
11520000	0.655
11523600	0.552
11527200	0.448
11530800	0.31
11534400	0.586
11538000	0.655
11541600	0.552
11545200	0.483
11548800	0.448
11552400	0.483
11556000	0.517
11559600	0.69
11563200	0.759
11566800	0.793
11570400	0.793
11574000	0.966
11577600	0.966
11581200	0.966
11584800	0.966
11588400	1
11592000	1
11595600	0.966
11599200	0.822
11602800	0.724
11606400	0.655
11610000	0.552
11613600	0.448
11617200	0.31
11620800	0.586
11624400	0.655
11628000	0.552
11631600	0.483
11635200	0.448
11638800	0.483
11642400	0.517
11646000	0.69
11649600	0.759
11653200	0.793
11656800	0.793
11660400	0.966
11664000	1
11667600	1
11671200	1
11674800	1
11678400	1
11682000	1
11685600	0.862
11689200	0.621
11692800	0.483
11696400	0.172
11700000	0.207
11703600	0.172
11707200	0.345
11710800	0.517
11714400	0.345
11718000	0.379
11721600	0.345
11725200	0.448
11728800	0.483
11732400	0.69
11736000	0.862
11739600	0.862
11743200	1
11746800	1
11750400	1
11754000	1
11757600	1
11761200	1
11764800	1
11768400	1
11772000	0.862
11775600	0.621
11779200	0.483
11782800	0.172
11786400	0.207
11790000	0.172
11793600	0.345
11797200	0.517
11800800	0.345
11804400	0.379
11808000	0.345
11811600	0.448
11815200	0.483
11818800	0.69
11822400	0.862
11826000	0.862
11829600	1
11833200	1
11836800	1
11840400	1
11844000	1
11847600	1
11851200	1
11854800	1
11858400	0.862
11862000	0.621
11865600	0.483
11869200	0.172
11872800	0.207
11876400	0.172
11880000	0.345
11883600	0.517
11887200	0.345
11890800	0.379
11894400	0.345
11898000	0.448
11901600	0.483
11905200	0.69
11908800	0.862
11912400	0.862
11916000	1
11919600	1
11923200	1
11926800	1
11930400	1
11934000	1
11937600	1
11941200	1
11944800	0.862
11948400	0.621
11952000	0.483
11955600	0.172
11959200	0.207
11962800	0.172
11966400	0.345
11970000	0.517
11973600	0.345
11977200	0.379
11980800	0.345
11984400	0.448
11988000	0.483
11991600	0.69
11995200	0.862
11998800	0.862
12002400	1
12006000	1
12009600	1
12013200	1
12016800	1
12020400	1
12024000	1
12027600	1
12031200	0.862
12034800	0.621
12038400	0.483
12042000	0.172
12045600	0.207
12049200	0.172
12052800	0.345
12056400	0.517
12060000	0.345
12063600	0.379
12067200	0.345
12070800	0.448
12074400	0.483
12078000	0.69
12081600	0.862
12085200	0.862
12088800	1
12092400	1
12096000	0.966
12099600	0.966
12103200	0.966
12106800	1
12110400	1
12114000	0.966
12117600	0.822
12121200	0.724
12124800	0.655
12128400	0.552
12132000	0.448
12135600	0.31
12139200	0.586
12142800	0.655
12146400	0.552
12150000	0.483
12153600	0.448
12157200	0.483
12160800	0.517
12164400	0.69
12168000	0.759
12171600	0.793
12175200	0.793
12178800	0.966
12182400	0.966
12186000	0.966
12189600	0.966
12193200	1
12196800	1
12200400	0.966
12204000	0.822
12207600	0.724
12211200	0.655
12214800	0.552
12218400	0.448
12222000	0.31
12225600	0.586
12229200	0.655
12232800	0.552
12236400	0.483
12240000	0.448
12243600	0.483
12247200	0.517
12250800	0.69
12254400	0.759
12258000	0.793
12261600	0.793
12265200	0.966
12268800	1
12272400	1
12276000	1
12279600	1
12283200	1
12286800	1
12290400	0.862
12294000	0.621
12297600	0.483
12301200	0.172
12304800	0.207
12308400	0.172
12312000	0.345
12315600	0.517
12319200	0.345
12322800	0.379
12326400	0.345
12330000	0.448
12333600	0.483
12337200	0.69
12340800	0.862
12344400	0.862
12348000	1
12351600	1
12355200	1
12358800	1
12362400	1
12366000	1
12369600	1
12373200	1
12376800	0.862
12380400	0.621
12384000	0.483
12387600	0.172
12391200	0.207
12394800	0.172
12398400	0.345
12402000	0.517
12405600	0.345
12409200	0.379
12412800	0.345
12416400	0.448
12420000	0.483
12423600	0.69
12427200	0.862
12430800	0.862
12434400	1
12438000	1
12441600	1
12445200	1
12448800	1
12452400	1
12456000	1
12459600	1
12463200	0.862
12466800	0.621
12470400	0.483
12474000	0.172
12477600	0.207
12481200	0.172
12484800	0.345
12488400	0.517
12492000	0.345
12495600	0.379
12499200	0.345
12502800	0.448
12506400	0.483
12510000	0.69
12513600	0.862
12517200	0.862
12520800	1
12524400	1
12528000	1
12531600	1
12535200	1
12538800	1
12542400	1
12546000	1
12549600	0.862
12553200	0.621
12556800	0.483
12560400	0.172
12564000	0.207
12567600	0.172
12571200	0.345
12574800	0.517
12578400	0.345
12582000	0.379
12585600	0.345
12589200	0.448
12592800	0.483
12596400	0.69
12600000	0.862
12603600	0.862
12607200	1
12610800	1
12614400	1
12618000	1
12621600	1
12625200	1
12628800	1
12632400	1
12636000	0.862
12639600	0.621
12643200	0.483
12646800	0.172
12650400	0.207
12654000	0.172
12657600	0.345
12661200	0.517
12664800	0.345
12668400	0.379
12672000	0.345
12675600	0.448
12679200	0.483
12682800	0.69
12686400	0.862
12690000	0.862
12693600	1
12697200	1
12700800	0.966
12704400	0.966
12708000	0.966
12711600	1
12715200	1
12718800	0.966
12722400	0.822
12726000	0.724
12729600	0.655
12733200	0.552
12736800	0.448
12740400	0.31
12744000	0.586
12747600	0.655
12751200	0.552
12754800	0.483
12758400	0.448
12762000	0.483
12765600	0.517
12769200	0.69
12772800	0.759
12776400	0.793
12780000	0.793
12783600	0.966
12787200	0.966
12790800	0.966
12794400	0.966
12798000	1
12801600	1
12805200	0.966
12808800	0.822
12812400	0.724
12816000	0.655
12819600	0.552
12823200	0.448
12826800	0.31
12830400	0.586
12834000	0.655
12837600	0.552
12841200	0.483
12844800	0.448
12848400	0.483
12852000	0.517
12855600	0.69
12859200	0.759
12862800	0.793
12866400	0.793
12870000	0.966
12873600	1
12877200	1
12880800	1
12884400	1
12888000	1
12891600	1
12895200	0.862
12898800	0.621
12902400	0.483
12906000	0.172
12909600	0.207
12913200	0.172
12916800	0.345
12920400	0.517
12924000	0.345
12927600	0.379
12931200	0.345
12934800	0.448
12938400	0.483
12942000	0.69
12945600	0.862
12949200	0.862
12952800	1
12956400	1
12960000	1
12963600	1
12967200	1
12970800	1
12974400	1
12978000	1
12981600	0.862
12985200	0.621
12988800	0.483
12992400	0.172
12996000	0.207
12999600	0.172
13003200	0.345
13006800	0.517
13010400	0.345
13014000	0.379
13017600	0.345
13021200	0.448
13024800	0.483
13028400	0.69
13032000	0.862
13035600	0.862
13039200	1
13042800	1
13046400	1
13050000	1
13053600	1
13057200	1
13060800	1
13064400	1
13068000	0.862
13071600	0.621
13075200	0.483
13078800	0.172
13082400	0.207
13086000	0.172
13089600	0.345
13093200	0.517
13096800	0.345
13100400	0.379
13104000	0.345
13107600	0.448
13111200	0.483
13114800	0.69
13118400	0.862
13122000	0.862
13125600	1
13129200	1
13132800	1
13136400	1
13140000	1
13143600	1
13147200	1
13150800	1
13154400	0.862
13158000	0.621
13161600	0.483
13165200	0.172
13168800	0.207
13172400	0.172
13176000	0.345
13179600	0.517
13183200	0.345
13186800	0.379
13190400	0.345
13194000	0.448
13197600	0.483
13201200	0.69
13204800	0.862
13208400	0.862
13212000	1
13215600	1
13219200	1
13222800	1
13226400	1
13230000	1
13233600	1
13237200	1
13240800	0.862
13244400	0.621
13248000	0.483
13251600	0.172
13255200	0.207
13258800	0.172
13262400	0.345
13266000	0.517
13269600	0.345
13273200	0.379
13276800	0.345
13280400	0.448
13284000	0.483
13287600	0.69
13291200	0.862
13294800	0.862
13298400	1
13302000	1
13305600	0.966
13309200	0.966
13312800	0.966
13316400	1
13320000	1
13323600	0.966
13327200	0.822
13330800	0.724
13334400	0.655
13338000	0.552
13341600	0.448
13345200	0.31
13348800	0.586
13352400	0.655
13356000	0.552
13359600	0.483
13363200	0.448
13366800	0.483
13370400	0.517
13374000	0.69
13377600	0.759
13381200	0.793
13384800	0.793
13388400	0.966
13392000	0.966
13395600	0.966
13399200	0.966
13402800	1
13406400	1
13410000	0.966
13413600	0.822
13417200	0.724
13420800	0.655
13424400	0.552
13428000	0.448
13431600	0.31
13435200	0.586
13438800	0.655
13442400	0.552
13446000	0.483
13449600	0.448
13453200	0.483
13456800	0.517
13460400	0.69
13464000	0.759
13467600	0.793
13471200	0.793
13474800	0.966
13478400	1
13482000	1
13485600	1
13489200	1
13492800	1
13496400	1
13500000	0.862
13503600	0.621
13507200	0.483
13510800	0.172
13514400	0.207
13518000	0.172
13521600	0.345
13525200	0.517
13528800	0.345
13532400	0.379
13536000	0.345
13539600	0.448
