#1
double Q_AW(3,3)
-1	308.15	323.15	
258.15	10000	10000
293.15	20000	10000

double COP(5,4)
-1	308.15	323.15	333.15
266.15	2.88	2.20	1.51
275.15	4.65	3.56	2.43
280.15	5.72	4.38	2.99
283.15	6.05	4.63	3.16

double P_CP(8,2)
0	28
0.4	35
0.8	45
1.2	55
1.6	63
2	70
2.4	70
3.6	70

double P_VEN(2,2)
0	0
3500	180
