#1	
double	Pel(35040,2)
1161000	0.14572
1161900	0.14572
1162800	0.14625
1163700	0.14733
1164600	0.14949
1165500	0.15302
1166400	0.15791
1167300	0.16320
1168200	0.16749
1169100	0.16974
1170000	0.16902
1170900	0.16589
1171800	0.16120
1172700	0.15615
1173600	0.15138
1174500	0.14709
1175400	0.14320
1176300	0.13943
1177200	0.13590
1178100	0.13290
1179000	0.13037
1179900	0.12897
1180800	0.12869
1181700	0.12997
1182600	0.13298
1183500	0.13843
1184400	0.14609
1185300	0.15579
1186200	0.16697
1187100	0.17924
1188000	0.19191
1188900	0.20425
1189800	0.21560
1190700	0.22530
1191600	0.23264
1192500	0.23701
1193400	0.23789
1194300	0.23472
1195200	0.22759
1196100	0.21752
1197000	0.20642
1197900	0.19596
1198800	0.18754
1199700	0.18060
1200600	0.17427
1201500	0.16773
1202400	0.16020
1203300	0.15178
1204200	0.14272
1205100	0.13314
1206000	0.12339
1206900	0.11357
1207800	0.10391
1208700	0.09433
1209600	0.08916
1210500	0.08591
1211400	0.08302
1212300	0.07974
1213200	0.07497
1214100	0.06927
1215000	0.06362
1215900	0.05869
1216800	0.05532
1217700	0.05332
1218600	0.05216
1219500	0.05139
1220400	0.05079
1221300	0.05027
1222200	0.04979
1223100	0.04927
1224000	0.04887
1224900	0.04851
1225800	0.04827
1226700	0.04827
1227600	0.04851
1228500	0.04927
1229400	0.05079
1230300	0.05340
1231200	0.05745
1232100	0.06286
1233000	0.06968
1233900	0.07757
1234800	0.08679
1235700	0.09714
1236600	0.10848
1237500	0.12055
1238400	0.13326
1239300	0.14584
1240200	0.15735
1241100	0.16665
1242000	0.17331
1242900	0.17776
1243800	0.18052
1244700	0.18241
1245600	0.18389
1246500	0.18541
1247400	0.18694
1248300	0.18870
1249200	0.19086
1250100	0.19335
1251000	0.19648
1251900	0.20029
1252800	0.20454
1253700	0.20882
1254600	0.21211
1255500	0.21388
1256400	0.21336
1257300	0.21111
1258200	0.20758
1259100	0.20345
1260000	0.19916
1260900	0.19511
1261800	0.19119
1262700	0.18766
1263600	0.18457
1264500	0.18188
1265400	0.17976
1266300	0.17824
1267200	0.17752
1268100	0.17852
1269000	0.18253
1269900	0.19086
1270800	0.20393
1271700	0.21993
1272600	0.23605
1273500	0.24956
1274400	0.25846
1275300	0.26339
1276200	0.26591
1277100	0.26728
1278000	0.26856
1278900	0.26828
1279800	0.26503
1280700	0.25685
1281600	0.24298
1282500	0.22546
1283400	0.20706
1284300	0.19086
1285200	0.17876
1286100	0.17046
1287000	0.16501
1287900	0.16148
1288800	0.15887
1289700	0.15635
1290600	0.15318
1291500	0.14889
1292400	0.14284
1293300	0.13526
1294200	0.12696
1295100	0.11854
1296000	0.11025
1296900	0.10219
1297800	0.09449
1298700	0.08707
1299600	0.07986
1300500	0.07332
1301400	0.06751
1302300	0.06290
1303200	0.05961
1304100	0.05733
1305000	0.05568
1305900	0.05456
1306800	0.05340
1307700	0.05232
1308600	0.05131
