187;35
252;232
306;405
493;421
625;423
182;426
463;427
252;428
97;432
409;433
97;434
91;435
473;436
576;437
473;438
486;439
702;440
74;441
619;442
1116;444
73;445
864;446
91;447
144;448
755;450
491;451
522;452
1115;453
845;454
1021;455
845;456
845;457
864;458
845;459
845;460
1175;461
845;462
845;463
1131;464
1012;465
1012;466
847;471
830;472
830;473
830;474
1130;475
830;476
830;477
830;478
830;479
450;480
830;481
830;482
19;535
432;563
31;621
79;653
79;669
516;698
276;721
103;722
211;725
306;726
478;727
478;728
478;729
478;730
706;731
462;735
402;737
109;742
318;745
145;747
609;748
471;749
471;750
651;751
471;752
25;754
414;759
44;762
384;764
151;765
37;771
25;797
198;801
19;860
228;867
360;965
32;970
193;1081
378;1086
480;1091
559;1100
414;1105
13;1106
474;1115
474;1116
474;1117
474;1118
474;1119
318;1121
456;1123
480;1124
480;1125
480;1126
480;1127
631;1128
420;1141
491;1143
869;1144
491;1145
491;1146
491;1147
480;1161
312;1165
7;1200
13;1203
652;1215
477;1216
477;1217
477;1218
646;1219
241;1233
486;1253
481;1255
133;1264
187;1286
234;1289
366;1290
312;1291
240;1295
426;1299
241;1301
145;1314
222;1318
199;1520
127;1727
276;1756
846;1765
846;1766
846;1767
846;1768
846;1769
846;1770
846;1771
846;1772
846;1773
846;1774
330;1841
252;1861
31;1862
252;1869
318;1877
13;1878
450;1879
290;1885
552;1889
463;1897
43;1899
109;1901
282;1908
115;1911
7;1919
211;1924
170;1926
168;1927
444;1932
79;1933
229;1937
13;1942
649;1944
157;1945
175;1948
590;1953
282;1959
121;1968
97;1970
486;1974
312;1978
426;1980
510;2022
336;2070
223;2071
109;2076
300;2098
438;2116
13;2117
378;2139
217;2223
354;2244
210;2247
133;2256
79;2260
127;2265
145;2270
306;2345
97;2347
703;2349
139;2364
565;2365
570;2374
775;2375
199;2376
378;2377
7;2379
312;2380
456;2381
247;2385
390;2392
449;2393
540;2394
449;2395
449;2396
449;2397
499;2404
499;2405
632;2406
499;2407
855;2408
294;2410
37;2411
349;2413
348;2416
25;2417
540;2419
444;2423
235;2427
91;2429
115;2434
103;2436
80;2438
7;2442
378;2453
31;2456
468;2460
468;2461
468;2462
468;2463
468;2464
121;2465
482;2469
482;2470
482;2471
482;2472
482;2473
228;2474
588;2486
181;2489
414;2492
222;2500
502;2501
502;2502
502;2503
502;2504
502;2505
73;2517
43;2518
277;2523
67;2533
458;2559
615;2560
458;2561
458;2562
1100;2563
79;2574
187;2581
306;2597
13;2611
402;2620
846;2621
846;2622
846;2623
846;2624
846;2625
846;2626
895;2627
846;2628
846;2629
846;2630
79;2686
120;2701
217;2713
49;2717
450;2719
450;2720
450;2721
450;2722
450;2723
67;2724
217;2727
181;2743
378;2755
487;2779
487;2780
487;2781
487;2782
487;2783
844;2799
844;2800
844;2801
844;2802
844;2803
844;2804
844;2805
844;2806
844;2807
844;2808
354;2810
144;2886
330;2894
204;3008
163;3026
85;3079
186;3172
480;3201
91;3301
378;3302
498;3303
420;3304
385;3306
109;3307
187;3308
654;3317
421;3324
169;3325
61;3331
181;3333
109;3334
43;3335
205;3336
259;3340
181;3342
181;3349
247;3351
13;3354
163;3363
210;3364
73;3365
25;3366
91;3369
516;3371
193;3375
582;3380
110;3382
222;3390
493;3393
241;3398
840;3402
859;3403
840;3404
840;3405
840;3406
840;3407
840;3408
840;3409
840;3410
840;3411
271;3417
372;3418
115;3420
169;3422
43;3447
492;3467
241;3498
13;3516
43;3518
199;3536
582;3539
501;3554
501;3555
501;3556
501;3557
778;3558
145;3563
73;3626
55;3643
193;3669
169;3724
324;3735
235;3742
126;3762
666;3793
283;3800
210;3801
510;3804
294;3805
919;3806
31;3810
372;3817
631;3821
229;3833
132;3843
253;3847
384;3849
528;3850
169;3854
162;3855
289;3856
181;3857
504;3863
163;3865
115;3866
37;3867
301;3870
295;3878
37;3883
402;3884
396;3897
170;3899
151;3904
330;3910
312;3923
187;3926
73;3943
121;3951
294;3963
372;3964
390;3967
390;3986
139;3988
31;4006
246;4007
216;4010
294;4023
109;4029
240;4032
480;4034
480;4035
480;4036
480;4037
852;4038
109;4052
157;4056
432;4065
456;4069
258;4079
468;4091
73;4094
450;4103
61;4104
495;4108
495;4109
495;4110
495;4111
495;4112
103;4139
25;4141
289;4143
324;4150
7;4154
157;4161
283;4176
97;4192
414;4197
420;4215
139;4244
229;4254
360;4403
25;4437
145;4589
486;4597
1;4684
366;4691
103;4743
91;4744
186;4745
474;4748
103;4752
420;4754
43;4757
115;4758
169;4762
43;4763
234;4764
234;4765
571;4766
19;4769
414;4770
801;4772
199;4775
416;4779
332;4780
468;4781
529;4782
901;4783
468;4784
468;4785
216;4786
