#1
double StartUp(301,3)		
0	0	0
1	0.000865652	0.023492127
2	0.008729093	0.272956143
3	0.011008208	0.397128815
4	0.018663608	0.61592274
5	0.061887748	0.722289498
6	0.124481375	0.735201218
7	0.136984858	0.729607855
8	0.149072628	0.720611489
9	0.158849172	0.721264234
10	0.162542435	0.721683737
11	0.171010242	0.722196648
12	0.197216605	0.722243073
13	0.237704452	0.719865894
14	0.283296635	0.718327719
15	0.328833013	0.718001625
16	0.368311305	0.717255471
17	0.402795225	0.715297793
18	0.43066824	0.712408262
19	0.454396011	0.710123932
20	0.475967814	0.707793737
21	0.492446867	0.704763812
22	0.506713227	0.702806135
23	0.522111631	0.701641037
24	0.531182947	0.697865517
25	0.541560031	0.698564687
26	0.550692319	0.699869619
27	0.555407061	0.698471278
28	0.555001194	0.694975426
29	0.552010732	0.692877914
30	0.54677195	0.690686994
31	0.538441975	0.689335637
32	0.527534374	0.685373298
33	0.509060457	0.672835214
34	0.501012753	0.674606073
35	0.489734465	0.674140146
36	0.475098259	0.670830553
37	0.4601145	0.667008608
38	0.449415908	0.666263012
39	0.437291955	0.66514434
40	0.427437425	0.664724837
41	0.419549058	0.664072092
42	0.413366646	0.663512755
43	0.406007279	0.660342996
44	0.399684824	0.656241383
45	0.39583734	0.652978774
46	0.394079929	0.651813117
47	0.392972711	0.650787853
48	0.393193283	0.648037596
49	0.39490805	0.64589366
50	0.397472831	0.645613992
51	0.401637541	0.645567567
52	0.405476793	0.64430906
53	0.404994728	0.636198683
54	0.407280188	0.632143494
55	0.413014835	0.631723992
56	0.420772322	0.634520674
57	0.424608441	0.63130449
58	0.426243223	0.625011956
59	0.4320753	0.624033117
60	0.439932703	0.626083644
61	0.447380291	0.626642981
62	0.454431408	0.626642981
63	0.462017603	0.627575394
64	0.470974015	0.62902016
65	0.480972548	0.63209651
66	0.490200156	0.634753358
67	0.504272367	0.643190387
68	0.52522365	0.660203162
69	0.538660324	0.668080855
70	0.543575406	0.664771262
71	0.551299082	0.667008608
72	0.566025898	0.676983253
73	0.575792664	0.683043103
74	0.584552157	0.688403223
75	0.594735125	0.694649332
76	0.600251157	0.696467176
77	0.608667263	0.700335546
78	0.616291245	0.704763812
79	0.621382979	0.708259664
80	0.627126802	0.711242605
81	0.636779247	0.71884063
82	0.648062043	0.728489182
83	0.658261798	0.734828141
84	0.665399395	0.740701173
